SUBJECT,SUBJECT_DESC,CRSE_TITLE,CRSE_NUMB,COURSE_DESC,PREREQ,CREDIT_HOURS,DISTRIBUTION,,
ES,English as 2nd Language,Essentials of Written Comm-ESL,100,"This course for the ESL student at the low-intermediate level focuses on the development of basic writing skills, including the composing and revision process and the development of ideas. Basic English sentence structure will also be covered. This course does not satisfy any graduation requirements. Contact Hours: (3,0)",,3,Humanities,,
ES,English as 2nd Language,Intermediate Writing - ESL,101,"This course for the ESL student at the intermediate level focuses on the further development of basic writing skills, including basic research skills.  The course includes a review of the basic sentence patterns of English, as well as an introduction to more complex variations. This course does not satisfy any graduation requirements. Contact Hours: (3,0)",,3,Humanities,,
ES,English as 2nd Language,Advanced Writing,102,"This course for the ESL student at the advanced level focuses on the development of more sophisticated writing skills, including research skills.  Assignments exploring the various traditional rhetorical forms emphasize organization and the coherent development of ideas.  The course includes a review of the basic sentence patterns of English and their more complex variations. This course does not satisfy any graduation requirements. Contact Hours: (3,0)",,3,Humanities,,
ES,English as 2nd Language,Essentials of Grammar - ESL,105,"This course for the ESL student at the low-intermediate level focuses on the basic elements of American English grammar. Particular emphasis will be placed on simple verb tenses and the uses of nouns, pronouns, and adjectives. This course does not satisfy any graduation requirements. Contact Hours: (2,0)",,2,Humanities,,
ES,English as 2nd Language,Intermediate Grammar,106,"This course for the ESL student at the intermediate level provides opportunities for further practice in basic American English grammar. Beginning with a review of simple tenses, the course includes the study of compound tenses, as well as the formation of negative statements, questions, and sentences involving  coordination, subordination, and comparison.  This course does not satisfy any graduation requirements. Contact Hours: (2,0)",,2,Humanities,,
ES,English as 2nd Language,Advanced Grammar - ESL,107,"This course for the ESL student at the advanced level provides opportunities for further practice in basic American English grammar while introducing more advanced concepts, including voice and mood.  This course does not satisfy any graduation requirements. Contact Hours: (2,0)",,2,Humanities,,
ES,English as 2nd Language,Essentials of Reading - ESL,110,"This course is designed to provide the ESL student at the low-intermediate level with opportunities to develop fundamental reading comprehension and critical thinking skills and to expand vocabulary appropriate to college-level texts. This course does not satisfy any graduation requirements. Contact Hours: (3,0)",,3,Humanities,,
ES,English as 2nd Language,Intermediate Reading,111,"This course is designed to provide the ESL student at the intermediate level with opportunities to further develop reading comprehension and critical thinking skills and to expand vocabulary appropriate to college-level texts. This course does not satisfy any graduation requirements. Contact Hours: (3,0)",,3,Humanities,,
ES,English as 2nd Language,Advanced Reading,112,"This course is designed to provide the ESL student at the advanced level with opportunities to develop more sophisticated reading comprehension and critical thinking skills and to expand vocabulary appropriate to college-level texts. This course does not satisfy any graduation requirements. Contact Hours: (3,0)",,3,Humanities,,
ES,English as 2nd Language,Essen of Spoken English-ESL,120,"This course for the ESL student at the low-intermediate level emphasizes the development of conversational English by giving students practice with spoken language.  Emphasis on understanding idiomatic expressions is enhanced by listening to and repeating taped exercises, by imitating the instructor and through interviewing and role-playing among classmates. This course does not satisfy any graduation requirements. Contact Hours: (3,0)",,3,Humanities,,
ES,English as 2nd Language,Intermed Speaking & Listening,121,"This course for the ESL student at the intermediate level provides the opportunity to further develop skills for understanding spoken communication, to practice effective listening strategies, and to practice common conversational patterns.  This course does not satisfy any graduation requirements. Contact Hours: (3,0)",,3,Humanities,,
ES,English as 2nd Language,Advanced Speaking & Listening,122,"This course for the ESL student at the advanced level is designed to further develop English speaking vocabulary through a variety of exercises that include imitation of taped speech, repetition of the instructor's speech and interaction with classmates, practice with individual presentations and participation in activities such as panel discussions. This course does not satisfy any graduation requirements. Contact Hours: (3,0)",,3,Humanities,,
ES,English as 2nd Language,Improving Pronunciation - ESL,123,"This course is intended to develop student accuracy in producing and recognizing the sounds, as well as the rhythm, stress, and intonation patterns of spoken English, through a variety of exercises that will include taking dictation, imitating speech, both taped and live, and interacting with classmates. These exercises will form the basis of both class work and assignments. This course does not satisfy any graduation requirements. Contact Hours: (2,0)",,2,Humanities,,
ES,English as 2nd Language,International Student Issues,131,"This course is designed to address the day-to-day issues a student faces living and studying in a new environment, dependent upon a second language for most interpersonal communications. Students will compare experiences and discuss problem solving techniques. The course will provide opportunities for practice in informal communication. For international students, this course may be substituted for freshman seminar. Contact Hours: (1,0)",,1,Humanities,,
ES,English as 2nd Language,Intro to US Culture,132,"This course is designed to introduce international students to the many facets of American culture with an opportunity for English conversation. Discussion topics will include family life, politics, education, history, the economy, sports, entertainment and other lifestyle issues. Contact Hours: (3,0)",,3,Humanities,,
FL,Foreign Language,Spanish I,101,"This course is designed to provide the student with a reading, writing, listening and speaking knowledge of Spanish. In addition to language skills, the course provides an understanding of the civilization and culture of Spanish-speaking peoples. Contact Hours: (3,0)",,3,Humanities,,
FL,Foreign Language,Spanish II,102,"This course is designed to provide the intermediate Spanish student with a reading, writing, listening and speaking knowledge of Spanish. In addition to language skills, the course provides an in-depth study of the culture of Spanish-speaking peoples. Prerequisite: Spanish I or permission of instructor. Contact Hours: (3,0)",,3,Humanities,,
FL,Foreign Language,French I,121,"This course is intended to aid the student in developing elementary speaking, listening, reading and writing skills in French. The course will also provide an introduction to the culture and customs of French-speaking countries. Contact Hours: (3,0)",,3,Humanities,,
FL,Foreign Language,French II,122,"This course is intended to aid the student in further developing the speaking, listening, reading and writing skills acquired in French I. The course will continue to provide information about the culture and customs of French-speaking countries. Prerequisite: French I or permission of instructor. Contact Hours: (3,0)",,3,Humanities,,
FS,First Year Student Seminar,First Year Student Seminar,100,"This seminar is required for all new, full-time students.  It is designed to help students be successful in their classes and adjust to the many challenges of college life. Course should be taken in first semester. Contact Hours: (1,0)",,1,General Academic,,
FS,First Year Student Seminar,First Year Student Sem-Honors,101,"The College offers special section(s) of First-Year Student Seminar for students who qualify for the Honors Program. Contact Hours: (1,0)",,1,General Academic,,
FS,First Year Student Seminar,First Year Student Sem-Adults,102,"The College offers special section(s) of First-Year Student Seminar for adult students. Available fall semester only. Contact Hours: (1,0)",,1,General Academic,,
FS,First Year Student Seminar,First Yr Student Sem-Science,105,"This seminar is required for all new, full-time students majoring in science.  It is designed to assist students in achieving success in all of their classes, particularly science classes, as well as to adjust to the many challenges of college life.  This course should be taken in the first semester.  Class meets throughout the entire semester. Contact Hours: (1,0)",,1,General Academic,,
FS,First Year Student Seminar,First Year Student Sem for PTA,135,"This seminar is required for all students majoring in the Physical Therapist Assistant curriculum. It is designed to assist students in achieving success in all of their classes, particularly physical therapy classes, as well as to adjust to the many challenges of college life. Specific clinical preparation will be provided during the semester. This seminar must be taken in the first semester of the technical program and meets during the entire semester. It is run in concurrence with PT 121.  Note:  Offered Fall semesters only. Contact Hours: (1,0)",,1,General Academic,,
HE,Health,Personal & Community Health,121,"This course is a study of health concerns relating to college students. Topics to be covered are mental health and stress; psychoactive substances; infectious diseases; sexuality and birth control; and cardiovascular fitness.  Consideration of possible solutions to potential health concerns will be discussed. Contact Hours: (3,0)",,3,Allied Health & Phys Education,,
HE,Health,First Aid & CPR: Resp to Emer,128,"This course represents the American Red Cross Responding to Emergency and Community Cardiopulmonary Resuscitation. It is a basic rescuer course, and the student who is at least 80% successful will earn certification from the American Red Cross as First Aid/CPR/AED Certified. Contact Hours: (1,2)",,2,Allied Health & Phys Education,,
HE,Health,Wellness,130,"This course is an examination of the concept of wellness and the wellness movement. The course content centers around the physical, social, emotional, intellectual, spiritual, environmental and occupational dimensions of wellness. The content of the course will also assist students seeking to build on or begin a wellness lifestyle. Contact Hours: (3,0)",,3,Allied Health & Phys Education,,
HM,Health Services Mgmt,Comm Med & Public Health,111,"This course provides an overview of health care in the United States. The American system of health services and the philosophy, history, organization and utilization of public health programs at various levels are examined.  NOTE: Offered fall semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
HM,Health Services Mgmt,Issues in Long Term Care,112,"The study of long-term health care and the greatest challenges facing it are studied in depth. The population needs, consumer demands, resource consumption, and financing are reviewed with an emphasis on a well-organized, efficient, client-oriented continuum of care.  NOTE: Offered spring semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
HM,Health Services Mgmt,Medical Problems & Programs,211,"Various aspects of the health care industry are reviewed, including personnel and the team concept in health services. Economic and social factors affecting the U.S. health care delivery system are studied. Issues such as death, dying, loss and bereavement are examined.  NOTE: Offered fall semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
HM,Health Services Mgmt,Management Health Facility,212,"This course provides an introduction to the basic structure of health-related facilities, including nursing homes, adult care facilities, home care agencies, voluntary agencies, ambulatory centers, hospitals and independent living facilities. Management systems and responsibilities as they relate to the health care industry are reviewed.  NOTE: Offered spring semesters only. Contact Hours: (3,0)",,3,Business/Computer,,
HP,Honors Program,Directed Honors Study I,301,"This course is designed as a special project to enrich the study of a particular course in which the student is enrolled. The student works closely with the faculty member who teaches the course in the design and implementation of the project. It is open only to Honors Program students. Honors Program credits are earned above and beyond degree requirements. They do not count toward graduation. Contact Hours: (0,2)",,1,General Academic,,
HP,Honors Program,Directed Honors Study II,302,"This course is designed as a special project to enrich the study of a particular course in which the student is enrolled. The student works closely with the faculty member who teaches the course in the design and implementation of the project. It is open only to Honors Program students. Honors Program credits are earned above and beyond degree requirements. They do not count toward graduation. Contact Hours: (0,2)",HP 301,1,General Academic,,
HP,Honors Program,Honors Seminar,303,"This course is an in-depth exploration in an area of community interest. The course relies on research, discussion and a service project. It is approached in a non-traditional manner. It is open only to Honors Program students. Honors Program credits are earned above and beyond degree requirements. They do not count toward graduation. Contact Hours: (1,0)",,1,General Academic,,
HS,Human Services,Intro Social Services,111,"This course is designed to introduce students to the human services issues facing the United States and the diverse roles that social work professionals play in responding to those issues. Contact Hours: (3,0)",,3,Natural/Social Science,,
HS,Human Services,Medication Administration,118,"The course will prepare the direct care professional working with those with developmental disabilities in New York State to become certified in medication administration.  The course will cover pharmacology with an emphasis on drug classifications, therapeutic action and side effects, and State and Federal Laws related to dispensing medications.  The administration procedures and the documentation requirements will also be covered. Contact Hours: (3,0)",,3,Natural/Social Science,,
HS,Human Services,Intro to Case Management,120,"The focus of this course is the acquisition of basic practice skills for the A.A.S. Human Service Practitioner.  Topics will include the basics of case management, interviewing, individual and group counseling, supervision, and documentation.  Prerequisites: completion of HS 111 with a grade of C or higher. Contact Hours: (3,0)",HS 111,3,Natural/Social Science,,
HS,Human Services,Occupation and Well Being,168,"Individuals participate in occupation (activities such as play, self-care, and work) from birth to death. This course is an introduction to the meaning and characteristics of human occupation throughout the life span. The meaning and relationship of occupation to the development of self-efficacy and wellness is explored. The physical, psychological, spiritual, and psychosocial components of occupational performance are introduced as well as activity adaptation to enhance learning and performance. This course is designed for the student pursuing a career in human services. Contact Hours: (3,0)",,3,Natural/Social Science,,
HS,Human Services,Ind Project in Human Services,203,"This course provides the student with an opportunity to independently pursue a topic in this area with a faculty resource person.  A substantial amount of outside reading, research, or community involvement will be required.  In addition, students will meet with a faculty member who will monitor the student's progress.  The evaluation in this course will be based upon the written reports and other projects which are submitted throughout the semester.  Permission of the Instructor and the Division Dean is required. Contact Hours: (0,6)",,3,Humanities,,
HS,Human Services,Practicum In Human Services,214,"This course is designed to provide students with a supervised practical experience in a public or private human service agency. Prerequisites: completion of 24 semester hours with an overall GPA of 2.0 or higher, as well as completion of HS 111 and HS 120 with a C or better. Contact Hours: (2,3)",,3.5,Natural/Social Science,,
HU,Humanities,Sign Language I,100,"This course is designed to develop student understanding of the function and use of fingerspelling, signed English, and basic American Sign Language (ASL). Students develop skills associated with these studies, along with an understanding of Deaf American culture. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Sign Language II,101,"This course is designed to develop additional skills in signed English and more familiarity with expressing and receiving American Sign Language (ASL), as well as additional understanding of Deaf American culture.  Prerequisite: HU 100. Contact Hours: (3,0)",HU 100,3,Humanities,,
HU,Humanities,Sign Language III,102,"This course is designed to continue the student's development of skills and information begun in HU 100 and HU 101, with heavier emphasis on synonyms and conversation, interpretive skills especially important in medical, educational and legal fields. Prerequisite: HU 101. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Applied Music Lessons I,103,"This course is designed to give students the opportunity to study a musical instrument or voice with a private instructor. All skill levels are welcome to enroll in this course. Students must provide their own instruments with the exception of keyboard instruments. Contact Hours: (0,2)",,1,Humanities,,
HU,Humanities,Applied Music Lessons II,104,"This course is designed to give students the opportunity to study a musical instrument or voice with a private instructor.  All skill levels are welcome to enroll in this course.  Students must provide their own instruments with the exception of keyboard instruments. Contact Hours: (0,2)",,1,Humanities,,
HU,Humanities,Applied Music Lessons III,105,"This course is designed to give students the opportunity to study a musical instrument or voice with a private instructor. All skill levels are welcome to enroll in this course. Students must provide their own instruments with the exception of keyboard instruments. Contact Hours: (0,2)",,1,Humanities,,
HU,Humanities,Keyboard Harmony,107,"This course is designed to provide an introduction to basic skills in piano performance as well as musical knowledge, including note reading, scales, rhythmic patterns, elementary keyboard, and basic concepts of harmony through group instruction. Contact Hours: (1,0)",,1,Humanities,,
HU,Humanities,Fundamentals of Music,108,"This course is designed to provide an introduction to the fundamental elements that are used to create music.  Topics include notation, rhythm and meter, scales and intervals, and harmony, beginning with triads and working with more complex structures.  The course is recommended for all students, including Music Industry majors who have not had high school theory. Contact Hours: (3,0)",,3,Natural/Social Science,,
HU,Humanities,Fund of Art in Early Child Ed,110,"This course is designed to provide students with an opportunity for hands-on exposure to the materials used in various stages of artistic development from early childhood through the pre-adolescent stage. Curriculum planning and activities for gifted children and children with special needs are emphasized. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Art History I,111,"This course is designed to introduce the student to the history of art from cave paintings through the Italian Renaissance. Emphasis is placed on the way of life as expressed through art and artifacts of past cultures. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Art History II,112,"This course is designed to introduce the student to great movements in art history from the High Renaissance through contemporary art. Art of the 20th century is emphasized. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Drawing I,113,"This course is designed to introduce students to the approaches of drawing as expression and provides hands-on opportunities to use various media. The elements of line, shape, value and perspective are emphasized. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Painting I,114,"This course is designed to introduce students to the fundamental techniques of color mixing and application in acrylic painting and to help develop skills necessary for the more sophisticated problems of conveying mood and feeling. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Art Appreciation,115,"This course is designed to develop the student's awareness and understanding of all styles of art from traditional to avant garde through a detailed analysis of visual art and architecture. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Drawing II,117,"This course is designed to develop advanced skills in composition, color usage and conveying content for the student who has already received instruction in the fundamentals of drawing. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Painting II,118,"This course is designed to develop skills for self-expression through the use of advanced techniques for the student who has already received instruction in the fundamentals of painting. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Two Dim Design & Color,120,"This course is designed to develop the skills necessary to research and develop a visual idea. Visual elements, principles of design and color theory are emphasized. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,4D Studio Art,122,"This course is an introduction to time-based art. Video, performance art, and site-specific art will be explored through established and emerging technologies. Emphasis will be on individual and collaborative artistic development. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Watercolor Painting I,123,"This course is designed to introduce the student to the fundamentals of watercolor painting with an emphasis on still life. Some drawing experience is recommended. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Elements of Photography,125,"This course is designed as a survey course to introduce the student to the tools, techniques and aesthetic nature of this visual medium. This non-lab class explores photography as a tool for documentation, expression and exploration of many aspects of modern life and individual interests. Photography is a broad discipline that includes applications in business, science and art, as a hobby or a profession. This class will take a real world look at how to use photography effectively in whatever area one chooses. Topics will include film and digital cameras, lenses, flash, color films and processing, filters and special effects, composition and general shooting techniques. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Fashion Illustration,126,"This course is designed to introduce the student to the fundamentals of fashion illustration with an emphasis on comprehensive drawings for layouts and completed works of art. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Figure Drawing,127,"This course is designed to introduce the student to the four basic components of drawing the figure: structure, anatomy, design and expression. Various media and artistic styles will be explored. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Introduction to Ceramics,129,"This introductory studio course in ceramics is designed to acquaint the student with various on and off the wheel forming processes. Lecture and labs will study the practical aspects of clay, claybodies, glaze formulation and developing a personal style in clay. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Women in Art,130,"This course is a survey of Women's Art from the Medieval Art to the present, including the art of women from Western, and Non-Western culture.  The course will also examine the artistic images of women in ancient cultures from Cave Art to the Roman Empire. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Video Game Theory,135,"Video Game Theory introduces students to the vast diversity of video game types, their evolution over time, archetypes of players, and future trends of the industry. Students analyze games for their social, historical and cultural significance. Students will learn about the successes and pitfalls of marketed games. Issues of character development and narrative structure also will be covered, as well as effective group dynamics of a video game design team. Majors or instructor's permission only. Contact Hours: (3,0)",,3,Technology/Applied Science,,
HU,Humanities,Intro Electronic Media,137,"This course is designed to familiarize students with fundamentals of broadcasting, including historical development, financial structure, the role of the FCC and the federal government, station structure and management and theories of communication. NOTE: Offered fall semesters only. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Intro Audio Production,138,"This course is designed to introduce students to the function and use of broadcast audio equipment and to develop their equipment skills so that they can produce programming for a broadcast station. Students will be required to write and produce various types of audio programming. Students in this course must complete required fieldwork with either or both of the campus media (HCTV and/or WVHC-FM). Contact Hours: (2,4)",,4,Humanities,,
HU,Humanities,Basic Photography,140,"This class is designed to introduce students to the technical and aesthetic aspects of black and white still photography. Topics include cameras and camera techniques, light, film exposure, black and white darkroom procedures and composition and design.  Students process and print their own black and white photographs. Note: 35mm cameras are available to students who do not have their own. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Commercial Photography,141,"This course is designed to introduce students to the field of commercial photography. They begin to use the 4x5 camera and studio lighting. Emphasis is placed on the nature of commercial images and the needs of the marketplace. Topics to be discussed include architectural, product, industrial, editorial photography, shooting for the printed page, and the business of photography. Prerequisite: HU 140 or permission of instructor. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Advanced Photography,142,"This advanced class in black and white photography is designed to enable the student to gain more control over the medium and increase both technical and visual skills. Some of the topics to be discussed are the zone system, advanced darkroom procedures, toning and archival processing. Emphasis will be placed on the student's personal creativity and approach to picture making. Prerequisite: HU 140 or permission of the instructor. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Color Photography,143,"This course is designed to introduce students to color theory and practice. Students learn to expose and print color negatives and use color slide film. The aesthetics of color and the use of color in composition are emphasized. Note: 35 mm cameras are available for students who do not have their own. Prerequisite: HU 140 or permission of instructor. Contact Hours: (2,2)",HU 140,3,Humanities,,
HU,Humanities,Photojournalism,144,"This course is designed to introduce students to the practical and ethical concerns of photojournalism.  Emphasis is placed on photographs that inform. Topics include caption writing, photo-editing, the photo-essay, page layout and design and the electronic darkroom. Projects include photographing real events on campus such as sports, meetings, entertainment and other journalistic situations. Note: 35mm cameras are available for students who do not have their own. Prerequisite: HU 140 or permission of instructor. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Intro Comp Graphics & Design,146,"This course is designed to provide the principles of computer-based graphic design using vector-based drawing and photographic image editing software.  Students will create original graphic art and generate composite art based on digital images. Emphasis will be placed on the creative process and how technology, just as traditional mediums, can be used to generate aesthetically-pleasing graphic art. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Portrait Studio Photography,147,"This course is designed to introduce the student to the basics of professional studio portraiture. Using modern electronic flash equipment, students will explore various lighting techniques. Posing of men, women and couples is covered, as well as the business of operating a small portrait/wedding studio. Prerequisite: HU 140 or consent of instructor. Contact Hours: (2,2)",HU 140,3,Humanities,,
HU,Humanities,Digital Photography,148,"This course is designed to allow the student to explore all aspects of digital image capture, manipulation and output. The use of digital images in advertising and business is discussed. Students will learn on professional equipment using the industry standard software. Topics to be covered are digital cameras, print, negative and slide scanning, and many ways of creating, composing and manipulating photographs in digital form. Prerequisite: HU 146 or permission of instructor. Contact Hours: (2,2)",HU 146,3,Humanities,,
HU,Humanities,Internship in Photo Technology,149,"This practicum is designed to give the students hands-on experience in a photographic setting. Possible work sites include portrait studios, newspapers, commercial studios, photo finishing labs, sales and public relations offices. The class combines field work and class work. This course is for second year Photographic Technology majors only. Contact Hours: (1,4)",,3,Humanities,,
HU,Humanities,Ethics in Criminal Justice,150,"This course is designed to provide the student with a practical introduction to ethical thought. The course emphasizes the rights, responsibilities and problems of professionals in the field of criminal justice. Students concentrate on realistic case problems. Contact Hours: (1,0)",,1,Humanities,,
HU,Humanities,Intro to Philosophy,151,"This course is designed to introduce the students to the major problems of philosophy in such fields as ethics, theory of knowledge, artificial intelligence, theory of mind, religion and philosophy of science. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Introduction to Social Media,157,"This course is designed to introduce students to the effective use and implementation of online social media.  Students will analyze major social media platforms, write and design content for social media, and use social media as a platform for communicating information. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Ethics,158,"This course is designed to introduce students to the principal theories of ethics and morals including Utilitarianism, duty theories, virtue theories and religious theories, and to apply them to realistic case problems. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Applied Media Aesthetics,159,"This course is designed to explore the fundamentals of visual and auditory aesthetics within the context of communicating to diverse audiences through various media.  Students will examine a number of media content elements including, but not limited to: light, color, sound, motion, composition and editing.  Students will apply their knowledge by creating a variety of media productions using contemporary equipment, practices and techniques commonly found in television/video, radio/audio, film, and Internet programming. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Intro to the Film,161,"This course is designed to introduce students to the art of the film, with consideration of its historical, social, political, dramatic and technical achievements. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Intro Mass Media,165,"This course is designed to help the student develop an understanding of the effects of mass media such as TV, radio, newspapers, magazines and advertising.  Students investigate and discuss topics such as sex and violence as content, psychological manipulation and legal aspects of the media. Cross-listed with SS 165. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Survey American TV,166,"This course is designed to make the student an informed consumer of television. TV is presented as an art form that is primarily a business. Specific topics covered include programming, program genres, industry structure, advertising, the medium's social and cultural impact and emerging TV technologies. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Survey World Religions,172,"This course is designed to introduce students to the social, ritual, and theoretical expressions of the world's major religions. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Music in the Marketplace,177,"This course is designed to introduce students to the different areas of the music business. Among the topics to be discussed are the roles of major and independent labels in the music industry, the role of the government in legislating the industry, the collection and distribution of music royalties, basic music law, and creating, promoting, distributing, and merchandising music and musical acts, especially in the age of the Internet and computer technology. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Ind Proj/Humanities,201,"This course provides the student with an opportunity to independently pursue a topic in an area with a faculty resource person. A substantial amount of outside work will be required. In addition, students will meet with a faculty member who will monitor the student's progress. The evaluation in this course will be based upon the projects which are submitted throughout the semester.  Permission of the Division Dean is required. Contact Hours: (0,2)",,1,Humanities,,
HU,Humanities,Indep Project in Humanities,202,"This course provides the student with an opportunity to independently pursue a topic in an area with a faculty resource person.  A substantial amount of outside work will be required.  In addition, students will meet with a faculty member who will monitor the student's progress.  The evaluation in this course will be based upon the projects which are submitted throughout the semester.  Permission of the Division Dean is required. Contact Hours: (0,4)",,2,Humanities,,
HU,Humanities,Indep Project in Humanities,203,"This course provides the student with an opportunity to independently pursue a topic in an area with a faculty resource person. A substantial amount of outside work will be required. In addition, students will meet with a faculty member who will monitor the student's progress. The evaluation in this course will be based upon the projects which are submitted throughout the semester. Permission of the Division Dean is required. Contact Hours: (0,6)",,3,Humanities,,
HU,Humanities,Creative Video Techniques,205,"This course is designed as a hands-on television production experience which focuses on equipment and aesthetic techniques for the production of videos in non-studio environments. Special emphasis is placed on the use of video editing procedures and portable video cameras. R-TV majors may not take this class. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Fund Music Early Child Ed,210,"This course is designed to introduce students to the main elements of music, fundamentals of musical notation, vocal skills, keyboard and recorder techniques.  Students participate in projects and activities appropriate to the teaching of children. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,American Music,211,"This course is designed to introduce students to American music through a study of the contributions of various ethnic groups, folk and art sources, leaders in composition and outstanding musical performers. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Music Appreciation,212,"This course is designed to introduce the student to the major styles and periods in musical history, with emphasis upon understanding basic concepts of musical composition and developing better listening skills. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,Music Theory,213,"This course is a fundamental study of music notation, scales, modes, keys, intervals, simple chord progressions, elementary sight singing, melodic and rhythmic dictation, and elementary keyboard accompaniment using primary chords. Contact Hours: (3,0)",,3,Humanities,,
HU,Humanities,3-Dimension Design/Sculpture,220,"This course is designed to provide students with the basic principles of three-dimensional design and analysis of forms in space. In addition, this course is a hands-on introduction to the art of sculpture. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Introduction to Web Design,223,"This course is designed to introduce students to the principles of graphic design and composition of aesthetically pleasing Web sites using text, graphics, and interactive multimedia elements. Students analyze target audiences and use writing techniques specific to this medium. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Music Ensemble,224,"This course gives student musicians the opportunity to perform on their musical instrument in a variety of solo and/or ensemble situations. Prior performance experience is required. Students must provide their own instruments and any additional equipment needed (piano provided). Contact Hours: (0,3)",,1,Humanities,,
HU,Humanities,Music Theory II,226,"This course is designed to be a continuation of Music Theory I. There will be further study of the structure of chords, harmonic progression, voice leading, modulation and basic composition. Additionally, students will be asked to analyze music excerpts to understand how the techniques learned in class are employed within compositions. Beyond the written work required for the course, students will transcribe simple melodic and rhythmic examples. Prerequisite: HU 213. Contact Hours: (3,0)",HU 213,3,Humanities,,
HU,Humanities,Senior Art Seminar,230,"This course is designed to help students develop a portfolio of artwork for transfer to a four-year institution or for job interviews. Assessment of work, methods of presentation and documentation, and resume and admissions essay writing are included. Prerequisite: six credits of studio art or permission of instructor. Contact Hours: (1,0)",,1,Humanities,,
HU,Humanities,Music Industry Capstone Proj,236,"This course provides students of the Music Industry curriculum with the opportunity to independently pursue a culminating activity within their concentration with a faculty resource person. Students will create a project and experience that is relevant to situations found in the current music industry and that will require the application of knowledge and skills acquired earlier in courses within their concentration.  A substantial amount of outside work will be required.  In addition, the student will meet with a faculty member who will monitor the student's progress.  The evaluation of this course will be based upon the results of the activity in the form of a project which is submitted by the end of the semester.  The course is restricted to Music Industry majors only. Contact Hours: (1,0)",,1,Humanities,,
HU,Humanities,Forensic Photography,242,"Forensic Photography is an integral part of the police investigation function. It is important that everyone from the basic police officer to the experienced investigator realize the value of this investigative tool.  This class will explore the elements necessary to produce the photographic proof needed to document a criminal investigation using specialized techniques of forensic photography; assist laboratory personnel with forensic photography; provide surveillance assistance to covert operations, and provide the prosecution with the necessary forensic photography work needed for trial. Contact Hours: (2,2)",,3,Humanities,,
HU,Humanities,Music Production,253,"This course is designed to develop and perfect skills involved in music production.  Skills covered include working in digital multi-track recording environments, utilizing MIDI-based instruments and sample sets, recording in a studio environment and mixing recorded performances.  Prerequisite: RT 151 or HU 138. Contact Hours: (2,2)",HU 138,3,Humanities,,
HU,Humanities,Digital Filmmaking,255,"This course is designed to allow students to apply the skills they have acquired in the previous semesters toward the hands-on creation of their own digital productions.  Content will include conceptualization and all phases of pre-production, production and post-production.  This course will provide the students with an opportunity to create portfolio material that can be applied toward transfer to a four year school.  Prerequisites: HU 161, (RT 225 or HU 257) and HU 148. Contact Hours: (2,2)",,3,Humanities,,
